type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,6
0,6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,4
0,6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,3
0,7.5,0.15,0.38,1.8,0.054,19,101,0.9946,3.24,0.44,10,3
1,8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,3
0,7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,4
0,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,5
0,8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,4
0,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,5
0,7.9,0.25,0.29,5.3,0.031,33,117,0.9918,3.06,0.32,11.8,5
0,5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,5
0,6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,4
0,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,5
0,6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,3
1,7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,4
0,6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,4
1,8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,3
0,6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,3
0,6.3,0.29,0.4,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,4
0,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,4
0,6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,4
0,6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,4
1,7.5,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7,2
0,7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9,3
0,8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4,3
0,6.3,0.27,0.46,11.1,0.053,44,177,0.99691,3.18,0.67,9.4,3
0,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,4
0,5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.733333333,3
1,7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,3
0,5.4,0.595,0.1,2.8,0.042,26,80,0.9932,3.36,0.38,9.3,3
1,7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,3
1,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,5
0,6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6,3
0,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,3
1,6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,4
0,6.7,0.5,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6,3
0,5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,3
0,5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.65,4
0,6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,4
0,7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,3
0,6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,3
0,7.5,0.42,0.45,9.1,0.029,20,125,0.996,3.12,0.36,10.1,4
1,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,4
0,7,0.14,0.41,0.9,0.037,22,95,0.9914,3.25,0.43,10.9,4
0,7.2,0.2,0.25,4.5,0.044,31,109,0.9949,3.23,0.36,9.4,3
0,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,3
0,6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,5
1,8.2,1.33,0,1.7,0.081,3,12,0.9964,3.53,0.49,10.9,3
0,6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,3
1,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,4
0,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,3
0,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,4
0,6.5,0.39,0.35,1.6,0.049,10,164,0.99516,3.35,0.51,9.7,3
0,6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,3
0,6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,4
0,7.2,0.25,0.19,8,0.044,51,172,0.9964,3.16,0.44,9.2,3
0,8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,3
1,10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,4
0,6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,5
0,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,5
0,7.7,0.39,0.34,10,0.056,35,178,0.9974,3.26,0.6,10.2,3
1,6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,3
0,8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,4
0,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,4
0,5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,5
0,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,5
1,7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,3
0,7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,3
0,6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,3
1,6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,2
0,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,3
0,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,3
0,5.8,0.27,0.2,14.95,0.044,22,179,0.9962,3.37,0.37,10.2,3
0,7.4,0.23,0.38,8.6,0.052,41,150,0.99534,3.06,0.46,10.3,3
0,7.2,0.21,0.34,1.1,0.046,25,80,0.992,3.25,0.4,11.3,4
1,8.3,0.625,0.2,1.5,0.08,27,119,0.9972,3.16,1.12,9.1,2
0,6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6,3
0,7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,3
0,6.2,0.3,0.2,6.6,0.045,42,170,0.9944,3.36,0.45,10.4,4
0,7.6,0.18,0.46,10.2,0.055,58,135,0.9968,3.14,0.43,9.9,4
0,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,3
1,10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,5
0,7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,3
1,7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,4
0,7.4,0.33,0.44,7.6,0.05,40,227,0.99679,3.12,0.52,9,3
0,5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,6
0,6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,4
0,7,0.14,0.49,5.9,0.053,22,118,0.9954,3.36,0.36,9.4,4
1,8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,5
0,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,4
0,8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,11.3,5
1,8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,4
1,9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,3
1,6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,4
1,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,3
0,6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,5
0,6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,4
0,7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,5
0,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,3
0,6.4,0.21,0.3,5.6,0.044,43,160,0.9949,3.6,0.41,10.6,4
0,7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,3
1,8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,3
0,7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,5
0,6.6,0.41,0.24,4.9,0.158,47,144,0.99471,3.17,0.49,9.4,3
1,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,4
1,11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,4
0,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,4
0,7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,2
1,5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,4
0,5.3,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,5
1,7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,4
1,7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,4
0,7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,4
0,6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,4
0,6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,4
0,6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9,5
0,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,3
0,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,5
0,6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3,4
0,6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,6
0,9.8,0.16,0.46,1.8,0.046,23,130,0.99587,3.04,0.67,9.6,3
1,11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,4
1,6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,4
0,6.3,0.255,0.37,1.1,0.04,37,114,0.9905,3,0.39,10.9,4
0,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,4
0,7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,3
0,6.3,0.48,0.48,1.8,0.035,35,96,0.99121,3.49,0.74,12.2,4
1,10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,6
0,7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,3
1,7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,3
0,6.8,0.19,0.36,1.9,0.035,30,96,0.9917,3.15,0.54,10.8,5
0,10.3,0.25,0.48,2.2,0.042,28,164,0.998,3.19,0.59,9.7,3
0,6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,4
0,6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9,3
0,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,3
0,7.5,0.25,0.32,8.2,0.024,53,209,0.99563,3.12,0.46,10.8,4
0,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,5
0,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,3
1,7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,3
0,7,0.23,0.36,13,0.051,72,177,0.9972,3.16,0.49,9.8,3
0,6.3,0.31,0.34,2.2,0.045,20,77,0.9927,3.3,0.43,10.2,3
1,7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,4
0,6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,4
0,7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,4
0,8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,0.41,10,4
0,7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,4
0,6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,6
0,6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,4
0,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,5
1,8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,4
1,6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,3
0,6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,4
1,7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,6
0,6.8,0.34,0.69,1.3,0.058,12,171,0.9931,3.06,0.47,9.7,3
0,6.2,0.25,0.47,11.6,0.048,62,210,0.9968,3.19,0.5,9.5,3
0,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,3
1,9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,4
0,7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,4
0,7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,4
1,9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,4
0,8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7,4
0,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,3
0,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,5
0,6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,4
0,5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9,5
0,6.2,0.32,0.16,7,0.045,30,136,0.9949,3.18,0.47,9.6,4
0,7.7,0.28,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6,4
0,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,3
0,6.8,0.18,0.28,8.5,0.047,52,242,0.9952,3.22,0.53,10.5,4
1,8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,3
0,6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,4
1,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,5
1,8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,5
0,7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,5
1,9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,3
0,7,0.35,0.24,1.9,0.04,21,144,0.9923,3.35,0.38,11,3
0,7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,6
1,6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,4
0,6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,3
1,6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,3
0,6.3,0.3,0.24,6.6,0.04,38,141,0.995,3.22,0.47,9.5,3
0,6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,4
0,8.5,0.16,0.35,1.6,0.039,24,147,0.9935,2.96,0.36,10,3
0,8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,3
0,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,5
0,9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,3
0,5.8,0.29,0.21,2.6,0.025,12,120,0.9894,3.39,0.79,14,5
1,7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,4
0,8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,4
0,5.5,0.485,0,1.5,0.065,8,103,0.994,3.63,0.4,9.7,2
0,7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3,3
0,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,5
0,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,5
0,4.7,0.145,0.29,1,0.042,35,90,0.9908,3.76,0.49,11.3,4
0,7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,3
1,6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,4
0,6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6,3
0,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,3
0,6.3,0.35,0.26,17.6,0.061,59,198,0.99918,3.11,0.49,8.8,3
1,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,3
1,6.2,0.45,0.2,1.6,0.069,3,15,0.9958,3.41,0.56,9.2,3
0,8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,3
1,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,3
1,7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,4
0,6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,5
0,6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,4
0,6.3,0.16,0.4,1.6,0.033,59,148,0.9914,3.44,0.53,11.4,3
0,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,3
1,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,3
0,6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,3
0,6.1,0.2,0.34,9.5,0.041,38,201,0.995,3.14,0.44,10.1,1
0,6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,4
0,6.1,0.19,0.25,4,0.023,23,112,0.9923,3.37,0.51,11.6,4
0,8,0.18,0.49,1.8,0.061,10,145,0.9942,3.23,0.48,10,3
0,9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,4
1,7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,4
1,10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,4
1,8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,4
1,7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,3
0,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,6
1,5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,5
0,6.2,0.27,0.47,1.2,0.146,28,105,0.99224,3.23,0.51,10.1,3
1,7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5,3
1,7.8,0.88,0,2.6,0.098,25,67,0.9968,3.2,0.68,9.8,3
0,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,5
1,7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,3
0,8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,4
0,6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,3
0,6.2,0.38,0.42,2.5,0.038,34,117,0.99132,3.36,0.59,11.6,5
0,6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4,2
0,8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7,4
0,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,3
0,8.4,0.29,0.29,1.05,0.032,4,55,0.9908,2.91,0.32,11.4,2
0,6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1,5
1,7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,4
0,6.5,0.43,0.28,12,0.056,23,174,0.9986,3.31,0.55,9.3,3
0,7,0.28,0.32,7.75,0.032,30,114,0.99158,3.12,0.64,12.8,5
0,6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,3
0,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,4
0,5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,5
1,11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,6
0,7.7,0.18,0.35,5.8,0.055,25,144,0.99576,3.24,0.54,10.2,4
1,9.6,0.56,0.23,3.4,0.102,37,92,0.9996,3.3,0.65,10.1,3
0,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,5
0,7.8,0.32,0.31,1.7,0.036,46,195,0.993,3.03,0.48,10.5,3
1,8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,3
0,5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,6
0,8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2,3
0,6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4,3
0,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,3
0,6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,4
0,5.3,0.275,0.24,7.4,0.038,28,114,0.99313,3.38,0.51,11,4
0,6.2,0.45,0.73,7.2,0.099,47,202,0.99582,3.21,0.43,9.2,3
1,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,4
0,7.4,0.29,0.48,12.8,0.037,61.5,182,0.99808,3.02,0.34,8.8,3
0,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,4
0,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,5
0,6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,4
1,7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,5
